,location,tweetcreatedts,clean_tweet,vader_score,vader_sentiment_label,sentiment
106,"Santa Monica, CA",28/5/2020 18:26,"#COVID19 + #socialdistancing necessary many #patients (although states relaxed #SIP order) + #migraine cured + #isolation = increased #pain, #anxiety, #depression &amp; #suicidal thoughts. Please join #supportgroup, #phoneafriend, use #telemedicine. https://t.co/iEs5nvkfqZ",-0.7964,1,negative
107,French Riviera / Cote d'Azur,28/5/2020 18:26,Getting Through https://t.co/Goo5iCjqnE #anxiety #depression #coronavirus #stress #shopping https://t.co/tyhHYhS9jq,-0.802,1,negative
108,glocal // sofl,28/5/2020 18:25,#Stress certainly enhanced across nearly lives #COVID19. Good information bring awareness pivot increased #wellness opportunities. https://t.co/jgsIGCUqWm @healthythinker @healthpopuli,0.8442,3,positive
109,New York City,28/5/2020 18:25,People stayed physically active sheltering less depressed mentally resilient whose activity levels declined. #mentalhealth #depression #anxiety #exercise #COVID19 https://t.co/vaV2s5kKgu,-0.6915,1,negative
110,Canada,28/5/2020 18:25,I’ve struggling lately. I won’t lie; it’s hard keep straight face told isolate almost two months. ~ Joseph https://t.co/Hj4TFUO26H #COVID_19 #MentalHealth #Depression #Anxiety,-0.8176,1,negative
111,US,28/5/2020 18:25,#Stress certainly enhanced across nearly lives #COVID19. Good information bring awareness pivot increased #wellness opportunities. https://t.co/jgsIGCUqWm @healthythinker @healthpopuli,0.8442,3,positive
112,"Houston, TX",28/5/2020 18:19,Great reminder. #KHOU11 #Stress &amp; #COVID19 days. 📷@morgangerms https://t.co/t7GMgWhauz,0.3182,3,positive
113,"Long Island University, BK NY",28/5/2020 18:19,Take survey coronavirus-$50 Amazon Gift Card Raffle! Link: https://t.co/HaR9GO2oYO #coronavirus #COVID19 #Health #mentalhealth #stress #anxiety #Amazon #giftcard #coping #copingwithcovid19 #personality #news #psychology #survey #research https://t.co/JkEcAXOjeP,0.2714,3,positive
114,Michigan,28/5/2020 18:17,Safety FIRST. https://t.co/VKL1ZxZSKh P U S H: https://t.co/IN9IezZ3GH #COVID2019 #LetsFightCovid19 #coronavirus #SocialDistancing #COVID19 #depression #paranormal #Metaphysical #spirituality #ebooks #book #amreading #books #greatreads #Prayer #Reading #mustread #BYNR https://t.co/L7DT7cxod8,-0.2263,1,negative
115,Toronto,28/5/2020 18:13,I hope seeking creating village. 🖤 #mentalhealth #mentalillness #ThursdayThoughts #covid19 https://t.co/xkyiczmcCB,0.6249,3,positive
116,#MAGA,28/5/2020 18:10,"Didn’t sleep. Felt wicked darkness. This morning, news dear friend committed suicide. A public servant lived serve oppressed. For some, price paid extended shelter-at-home fatal. Depression hurts. #coronavirus #depression @realDonaldTrump",-0.9643,1,negative
117,"Washington, DC",28/5/2020 18:05,"Some would say laughter best medicine! What/Who brought great laughter/joy time? Let us know you’re practicing stress management below! Stay safe, healthy, connected! #selfcare #nationalmentalhealthawarenessmonth #stress #covid19 https://t.co/Tw7KTrPbGA",0.9243,3,positive
118,,28/5/2020 18:05,"Didn’t sleep. Felt wicked darkness. This morning, news dear friend committed suicide. A public servant lived serve oppressed. For some, price paid extended shelter-at-home fatal. Depression hurts. #coronavirus #depression @realDonaldTrump",-0.9643,1,negative
119,🇨🇦,28/5/2020 18:05,To kick #PTSDAwarenessMonth next week disseminating preliminary findings using daily infographics #stress &amp; #resiliency reactions #covid19. Infographic schedule released tomorrow! Please also participate &amp; continue share https://t.co/e55kQTMKB4,0.2481,3,positive
120,"Portland, OR",28/5/2020 18:00,PSI help. We offer ton resources completely free charge virtually available make use quarantine. Reach out. We you. https://t.co/pF2BeYpv4j #postpartumdepression #depression #mentalhealth #maternalmentalhealth https://t.co/E5Do38DBGo,0.4005,3,positive
121,Everywhere,28/5/2020 17:59,"Learn #anxiety #depression time #COVID19, featuring @Andrew_Solomon, episode 1 Boxed In #EverydayHealthChat https://t.co/tlH1xwrzuz",-0.6597,1,negative
122,United States,28/5/2020 17:59,"Learn #anxiety #depression time #COVID19, featuring @Andrew_Solomon, episode 1 Boxed In #EverydayHealthChat https://t.co/tlH1xwrzuz",-0.6597,1,negative
123,,28/5/2020 17:56,"Didn’t sleep. Felt wicked darkness. This morning, news dear friend committed suicide. A public servant lived serve oppressed. For some, price paid extended shelter-at-home fatal. Depression hurts. #coronavirus #depression @realDonaldTrump",-0.9643,1,negative
124,,28/5/2020 17:55,A1. #Covid19 significant impact #mentalhealth. Graphic shows common risk factors #depression - exaggerated #coronavirus #pandemic #everydayhealthchat https://t.co/rrdpo3Qibv,-0.6597,1,negative
125,,28/5/2020 17:52,Getting Through https://t.co/Goo5iCjqnE #anxiety #depression #coronavirus #stress #shopping https://t.co/tyhHYhS9jq,-0.802,1,negative
126,,28/5/2020 17:47,"During #COVID19 pandemic, may experience stress, fear sadness. And mental health disorders, including #anxiety #depression, worsen. Learn self-care strategies get care need help cope. Read more: https://t.co/ziLHNxkajr #MentalHealthMonth https://t.co/DOzatf8lSP",-0.8934,1,negative
127,"Santa Cruz, CA",28/5/2020 17:40,GOTG: This Bad History #family #coronavirus #stress #grateful #history #BhivePower https://t.co/B2jtRhjHKy https://t.co/p0Bc1ypdk3,-0.5106,1,negative
128,Gloucester & Beverly MA,28/5/2020 17:39,"Say ""No!"" Take control parts life change causing stress. One way may say “no” often. Think answer accepting another responsibility order reduce stress levels. #wellness #stress #covid19 https://t.co/G0jRRHgLSK",-0.4926,1,negative
129,"Winnipeg, Manitoba",28/5/2020 17:37,To kick #PTSDAwarenessMonth next week disseminating preliminary findings using daily infographics #stress &amp; #resiliency reactions #covid19. Infographic schedule released tomorrow! Please also participate &amp; continue share https://t.co/e55kQTMKB4,0.2481,3,positive
130,,28/5/2020 17:35,Humans better #stress #Covid_19 #newyorker https://t.co/KSYWDLR1Yj,0.0258,2,neutral
131,"Jefferson City, MO",28/5/2020 17:35,Study reports #COVID caused sizable increase #depression &amp; #anxiety. https://t.co/wGJMHepGkQ @Pat_ColemanMBA @BartAndrews #MentalHealthAwareness,-0.4767,1,negative
132,"Newport Beach, California, USA",28/5/2020 17:26,Everything Has Been Planned !! #RoberKiyosaki #Wealth #Financials #Economy #COVID19 #CoronaVirus #Plandemic #Health #Transformation #Growth #Depression #Recession #Success https://t.co/i9Xr8t62P3,0.555,3,positive
133,Mumbai,28/5/2020 17:19,"Over 33% Americans showing signs #anxiety #depression amid pandemic lockdown, says survey. Find #CoronavirusLockdown #COVID19 #CoronaVirusUpdates https://t.co/ffxO0DGMEd",-0.6597,1,negative
134,"Sherman Oaks, Los Angeles",28/5/2020 17:18,A1. #Covid19 significant impact #mentalhealth. Graphic shows common risk factors #depression - exaggerated #coronavirus #pandemic #everydayhealthchat https://t.co/rrdpo3Qibv,-0.6597,1,negative
135,"Belo Horizonte, Brazil",28/5/2020 17:15,No One Is Actually Learning Because We Are All Grieving https://t.co/iyL80u7SGo #schoolrubric #coronavirus #covid-19 #distancelearning #grief #stress #trauma #wellness via @atheadavis @schoolrubric https://t.co/BhZGjlXXg2,-0.886,1,negative
136,New Delhi,28/5/2020 17:15,How deal Anger? #Lockdown #Corona #Covid_19 #Covid_19india #India #Stress #stressmanagement #stressrelief #stressfree #calm #happy #peace #creator #emotionalintelligence https://t.co/WCS7w0uuAe,0.4588,3,positive
137,"New Delhi, India",28/5/2020 17:15,How deal Anger? #Lockdown #Corona #Covid_19 #Covid_19india #India #Stress #stressmanagement #stressrelief #stressfree #calm #happy #peace #creator #emotionalintelligence https://t.co/WCS7w0uuAe,0.4588,3,positive
138,"Preston,Ashton-in-Makerfield, Hindley, Leigh and Wigan",28/5/2020 17:12,Are feeling post #lockdown #anxiety ? #Covid19 #depression #mentalhealth #stress https://t.co/OqzxrEuoXV,-0.7717,1,negative
139,"Salt Lake City, UT",28/5/2020 17:12,How Not Being Stress Eater: 5 Tips #stresseating #eating #stress #stresseatingtips #food #foodtips #healthyliving #healthylivingtips #covid19 #covid19tips #coronavirus #coronavirustips #AD https://t.co/i8UC3MZPXT,-0.12,1,negative
140,"New Mexico, USA",28/5/2020 17:12,"Didn’t sleep. Felt wicked darkness. This morning, news dear friend committed suicide. A public servant lived serve oppressed. For some, price paid extended shelter-at-home fatal. Depression hurts. #coronavirus #depression @realDonaldTrump",-0.9643,1,negative
141,New York,28/5/2020 17:09,A1. #Covid19 significant impact #mentalhealth. Graphic shows common risk factors #depression - exaggerated #coronavirus #pandemic #everydayhealthchat https://t.co/rrdpo3Qibv,-0.6597,1,negative
142,United States,28/5/2020 17:07,A1. #Covid19 significant impact #mentalhealth. Graphic shows common risk factors #depression - exaggerated #coronavirus #pandemic #everydayhealthchat https://t.co/rrdpo3Qibv,-0.6597,1,negative
143,"Bala Cynwyd, PA",28/5/2020 17:07,#Stress #COVID19 especially #WomeninBusiness https://t.co/vaeijluAHY,-0.4215,1,negative
144,,28/5/2020 17:07,"Who cares forward Price/Earnings ratio $SPX squarely sitting levels seen since #Dotcom bubble, gave us highest forward P/Es history. This time surely different. #COVID19 #depression w/a #Fed-endorsed stock market bubble. Sounds great!",0.7644,3,positive
145,,28/5/2020 17:07,A1. #Covid19 significant impact #mentalhealth. Graphic shows common risk factors #depression - exaggerated #coronavirus #pandemic #everydayhealthchat https://t.co/rrdpo3Qibv,-0.6597,1,negative
146,,28/5/2020 17:05,"Didn’t sleep. Felt wicked darkness. This morning, news dear friend committed suicide. A public servant lived serve oppressed. For some, price paid extended shelter-at-home fatal. Depression hurts. #coronavirus #depression @realDonaldTrump",-0.9643,1,negative
147,,28/5/2020 17:04,"Didn’t sleep. Felt wicked darkness. This morning, news dear friend committed suicide. A public servant lived serve oppressed. For some, price paid extended shelter-at-home fatal. Depression hurts. #coronavirus #depression @realDonaldTrump",-0.9643,1,negative
148,United States,28/5/2020 17:01,"Thoughts emotions affect everyone, respond vary. #Ayurveda talks different mind-body types, called #doshas, how, depending type, process react #stress. https://t.co/hYumwqeROt #COVID19 #BurnBrightToday",-0.4215,1,negative
149,"Redmond, WA",28/5/2020 17:00,Join @EverydayHealth today 1pm ET discuss strategies managing #Mentalhealth midst #COVID19 #stress #Anxiety - tools stay calm midst chaos. We're together~! @AATH_Assoc @KarynBuxman @paulosincup @ListProducer @KUSINews https://t.co/vkXA38ShTS,-0.6114,1,negative
150,,28/5/2020 17:00,"The #Covid19 pandemic us worrying mass infection. Another medical trend emerging. One third Americans show signs clinical #Anxiety, #Depression both! https://t.co/IeW9QoHiDa",-0.7959,1,negative
151,USA,28/5/2020 16:58,JOIN every TH @ 2pm ET #Mindfulness w/Dr. Deb - #livestream learn #mindfulness I guide followers #mindfulness exercises &amp; share exercises use reducing #stress #COVID19 https://t.co/yX60tzNlQ8,0.3254,3,positive
152,,28/5/2020 16:55,"Didn’t sleep. Felt wicked darkness. This morning, news dear friend committed suicide. A public servant lived serve oppressed. For some, price paid extended shelter-at-home fatal. Depression hurts. #coronavirus #depression @realDonaldTrump",-0.9643,1,negative
153,"Austin, TX",28/5/2020 16:53,".@MentalHealthAm reports 1 5 people experience #mentalillness lifetime. Here resources help support students, teachers, colleagues #COVID19. https://t.co/MUvc0XMGBR https://t.co/z0Y2L6eroD",0.6597,3,positive
154,United States,28/5/2020 16:53,"What #terpenes help relieve #stress &amp; #anxiety? Our NEW legendary Mazar Sharif Solvent Free Terpene Blend full calming terpenes Beta-Caryophyllene, Limonene &amp; Myrcene. #COVID #cannabis #CBD #Hemp #essential #natural #terps https://t.co/xjGJcb7uDt",0.8481,3,positive
155,,28/5/2020 16:50,"Managing #stress &amp; anxiety important time, especially you’re #pregnant new mom. Tune Facebook Live Thurs., 5/28 1PM CST expert panel talks strategies cope challenging times. Supported @SageBiotech. #COVID19 https://t.co/71qBZL9gcR",0.0516,3,positive
156,Manila Philippines,28/5/2020 16:49,HOW TO COPE ANXIETY STRESS OCCURING DURING COVID-19 PANDEMIC CRISIS? https://t.co/gV9ZiazMqV #stress #Anxiety #COVID19 #stressmanagement #anxietyfeelslike https://t.co/L2y9asa6bg,-0.936,1,negative
157,United States,28/5/2020 16:49,Join @EverydayHealth today 1pm ET discuss strategies managing #Mentalhealth midst #COVID19 #stress #Anxiety - tools stay calm midst chaos. We're together~! @AATH_Assoc @KarynBuxman @paulosincup @ListProducer @KUSINews https://t.co/vkXA38ShTS,-0.6114,1,negative
158,"Manhattan, NYC",28/5/2020 16:48,"12 year old Aledo, Texas boy hangs self struggling w/ lockdown (3 days b’day) https://t.co/lf3tW614Ws #Hayden Hunstable suicide #Hayden Hunstable #coronavirus #coronavirus lockdown #depression #coronavirus depression #mental health",-0.9403,1,negative
159,"New York, NY",28/5/2020 16:48,Join @EverydayHealth today 1pm ET discuss strategies managing #Mentalhealth midst #COVID19 #stress #Anxiety - tools stay calm midst chaos. We're together~! @AATH_Assoc @KarynBuxman @paulosincup @ListProducer @KUSINews https://t.co/vkXA38ShTS,-0.6114,1,negative
160,"Loveland, CO",28/5/2020 16:46,"Didn’t sleep. Felt wicked darkness. This morning, news dear friend committed suicide. A public servant lived serve oppressed. For some, price paid extended shelter-at-home fatal. Depression hurts. #coronavirus #depression @realDonaldTrump",-0.9643,1,negative
161,San Diego,28/5/2020 16:45,Join @EverydayHealth today 1pm ET discuss strategies managing #Mentalhealth midst #COVID19 #stress #Anxiety - tools stay calm midst chaos. We're together~! @AATH_Assoc @KarynBuxman @paulosincup @ListProducer @KUSINews https://t.co/vkXA38ShTS,-0.6114,1,negative
162,,28/5/2020 16:42,"Didn’t sleep. Felt wicked darkness. This morning, news dear friend committed suicide. A public servant lived serve oppressed. For some, price paid extended shelter-at-home fatal. Depression hurts. #coronavirus #depression @realDonaldTrump",-0.9643,1,negative
163,Nigeria,28/5/2020 16:39,Are experiencing emotional #stress #COVID19 period? Don’t worry call (86) 400-680-6101 get advanced psychological counseling Tsinghua experts. We always ready help you! For more: https://t.co/TgYJpw5yQi https://t.co/9PUMEvaOOG,0.3382,3,positive
164,isitwetyet.com,28/5/2020 16:33,"Didn’t sleep. Felt wicked darkness. This morning, news dear friend committed suicide. A public servant lived serve oppressed. For some, price paid extended shelter-at-home fatal. Depression hurts. #coronavirus #depression @realDonaldTrump",-0.9643,1,negative
165,"Pennsylvania, USA",28/5/2020 16:33,"Didn’t sleep. Felt wicked darkness. This morning, news dear friend committed suicide. A public servant lived serve oppressed. For some, price paid extended shelter-at-home fatal. Depression hurts. #coronavirus #depression @realDonaldTrump",-0.9643,1,negative
166,England,28/5/2020 16:32,"Down Days, bestselling book handling #depression #anxiety, still FREE download #coronavirus crisis. I can't believe far travelled. #anxietyrelief #MentalHealthAwarenessMonth https://t.co/KL6MuOxb9j",-0.667,1,negative
167,"Milton, Ontario (905) 878-5050",28/5/2020 16:31,"OPA(Ontario Psychological Association) president, Dr. Diana Velikonja, joins Globalnews24's The Morning Show candid interview COVID-19's impact employee's #mentalhealth: https://t.co/HiM9xZDTkR #MiltonON #Depression #PTSD #Suicide #Addiction @ONPsych",-0.8481,1,negative
168,The world,28/5/2020 16:28,"#Research: ""The Yale team found neural connections hippocampus frontal cortex stronger, subjects reported feeling less stressed troublesome images."" https://t.co/WD89Nd2XgU #COVID #Stress #pandemic",-0.5898,1,negative
169,Don't DM for anything,28/5/2020 16:23,"Didn’t sleep. Felt wicked darkness. This morning, news dear friend committed suicide. A public servant lived serve oppressed. For some, price paid extended shelter-at-home fatal. Depression hurts. #coronavirus #depression @realDonaldTrump",-0.9643,1,negative
